,bodyType,color,fuelType,modelDate,name,numberOfDoors,productionDate,vehicleConfiguration,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,ПТС,desr_topic_0,desr_topic_1,desr_topic_2,desr_topic_4,Grp_ID,dist_2_diller_txt,ft_,km_per_year,km_per_year_power,description_l,description_l1,Комплектация_1,enginePower2user,enginePower2liter,name_1,Омыватель фар,Кожа (Материал салона),Парктроник задний,Тонированные стекла,Навигационная система,Электроскладывание зеркал,Тёмный салон,Электропривод крышки багажника,Спортивные передние сиденья,Светодиодные фары,Металлик,Система управления дальним светом,Люк,Камера задняя,"Система помощи при торможении (BAS, EBD)",Диски 18,Диски 19,Голосовое управление,Премиальная аудиосистема,Доводчик дверей,Панорамная крыша / лобовое стекло,Диски 20,CarPlay,Солнцезащитные шторки в задних дверях,Камера 360°,Пневмоподвеска,Беспроводная зарядка для смартфона,Дистанционный запуск двигателя,Система предотвращения столкновения,Система контроля слепых зон,Алькантара (Материал салона),Третий ряд сидений
50,other,чёрный,дизель,2,30d 3.0d AT (249 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,249,7566,полный,Оригинал,0.0,0.08,0.0,0.91,0,0.5277855396270752,1,3783.0,242.72021999999998,2710,384,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,30d,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1
51,other,other,дизель,10,30d 3.0d AT (245 л.с.) 4WD,5,9,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,245,149746,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.40157559514045715,3,14974.6,122.70743333333333,1335,181,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,79.03225806451613,30d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,седан,other,бензин,5,320i xDrive 2.0 AT (184 л.с.) 4WD,4,2,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,58508,полный,Оригинал,0.05,0.11,0.09,0.75,2,0.5023834109306335,4,19502.666666666668,148.11509333333333,4206,551,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320i,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,other,синий,дизель,3,20d xDrive 2.0d AT (190 л.с.) 4WD,5,2,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,15500,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.5860670208930969,0,5166.666666666667,180.18333333333334,579,83,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,other,серый,дизель,11,530d xDrive 3.0d AT (245 л.с.) 4WD,5,10,LIFTBACK AUTOMATIC 3.0,автоматическая,3.0,245,77000,полный,Оригинал,0.01,0.0,0.0,0.96,0,0.27355536818504333,7,7000.0,182.11666666666667,198,27,||Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,79.03225806451613,530d,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
55,other,белый,дизель,7,30d 3.0d AT (249 л.с.) 4WD,5,7,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,249,80199,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.3233427405357361,7,10024.875,182.43482999999998,422,49,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,30d,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,хэтчбек 5 дв.,белый,бензин,13,116i 1.6 AT (115 л.с.),5,9,HATCHBACK_5_DOORS AUTOMATIC 1.6,автоматическая,1.6,115,72049,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.1608354151248932,8,7204.9,87.38121666666667,1190,192,||Комфорт|Салон|Безопасность|||Мультимедиа|Защита от угона|,38,67.6470588235294,116i,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,седан,серебристый,бензин,9,320i 2.0 AT (184 л.с.),4,7,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,124000,задний,Дубликат,0.0,0.0,0.0,0.99,0,0.016533970832824707,0,15500.0,107.94666666666667,538,79,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320i,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,седан,синий,бензин,11,528i xDrive 2.0 AT (245 л.с.) 4WD,4,8,SEDAN AUTOMATIC 2.0,автоматическая,2.0,245,140000,полный,Оригинал,0.0,0.0,0.0,0.97,0,0.09710425138473511,0,15555.555555555555,130.66666666666666,283,33,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,528i,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,other,синий,дизель,3,20d xDrive 2.0d AT (190 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,7911,полный,Оригинал,0.2,0.15,0.04,0.61,3,0.49061742424964905,3,3955.5,184.9897,3117,418,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,other,чёрный,бензин,21,3.0i 3.0 AT (231 л.с.) 4WD,5,18,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,231,300000,полный,Оригинал,0.03,0.02,0.02,0.92,0,0.17884603142738342,0,15789.473684210527,0.0,105,15,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,77,74.51612903225806,3.0i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,седан,other,бензин,15,325i 2.5 AT (218 л.с.),4,15,SEDAN AUTOMATIC 2.5,автоматическая,2.5,218,230000,задний,Оригинал,0.0,0.02,0.0,0.98,0,0.1442617028951645,8,14375.0,50.86666666666665,2031,320,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,73,83.84615384615384,325i,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,other,чёрный,дизель,9,320d xDrive 2.0d AT (184 л.с.) 4WD,5,6,LIFTBACK AUTOMATIC 2.0,автоматическая,2.0,184,135000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.21201692521572113,8,19285.714285714286,101.2,892,131,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320d,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,other,чёрный,бензин,17,30i 3.0 AT (231 л.с.) 4WD,5,16,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,231,300000,полный,Дубликат,0.02,0.01,0.01,0.94,0,0.15091101825237274,0,17647.058823529413,0.0,147,21,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,77,74.51612903225806,30i,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,other,белый,дизель,3,30d xDrive 3.0d AT (249 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,249,2969,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.4027611315250397,1,1484.5,246.53573,1255,164,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,30d,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,хэтчбек 5 дв.,серебристый,бензин,13,118i 2.0 AT (136 л.с.),5,13,HATCHBACK_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,136,177000,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.4126226305961609,7,12642.857142857143,55.760000000000005,371,58,||Комфорт|Салон|Безопасность|||Мультимедиа|Защита от угона|,45,64.76190476190476,118i,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,other,белый,бензин,10,28i xDrive 2.0 AT (245 л.с.) 4WD,5,7,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,245,70000,полный,Оригинал,0.04,0.03,0.24,0.65,2,0.43712395429611206,0,8750.0,187.83333333333331,62,10,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,28i,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,other,белый,бензин,2,40i 3.0 AT (340 л.с.) 4WD,5,2,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,340,16000,полный,Оригинал,0.02,0.02,0.01,0.93,0,0.4371945261955261,0,5333.333333333333,321.8666666666667,158,20,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,113,109.6774193548387,40i,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68,other,чёрный,бензин,22,325i 2.5 MT (192 л.с.),2,19,COUPE MECHANICAL 2.5,механическая,2.5,192,276902,задний,Оригинал,0.01,0.0,0.0,0.96,0,0.0030444953590631485,0,13845.1,14.782720000000005,183,29,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,64,73.84615384615384,325i,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,седан,серый,бензин,5,M760Li xDrive 6.6 AT (610 л.с.) 4WD,4,3,SEDAN AUTOMATIC 6.6,автоматическая,6.6,610,35000,полный,Оригинал,0.05,0.11,0.11,0.73,2,0.48708346486091614,6,8750.0,538.8333333333334,6993,872,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,203,91.044776119403,M760Li,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0
70,хэтчбек 5 дв.,чёрный,бензин,9,116i 1.6 AT (136 л.с.),5,8,HATCHBACK_5_DOORS AUTOMATIC 1.6,автоматическая,1.6,136,122000,задний,Оригинал,0.0,0.0,0.0,0.97,0,0.09254689514636993,0,13555.555555555555,80.69333333333333,310,46,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,45,79.99999999999999,116i,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,other,синий,бензин,14,3.0si 3.0 AT (264 л.с.) 4WD,5,13,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,264,140000,полный,Оригинал,0.02,0.02,0.01,0.92,0,0.20510752499103546,0,10000.0,140.8,109,11,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,88,85.16129032258064,3.0si,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,седан,белый,бензин,11,528i xDrive 2.0 AT (245 л.с.) 4WD,4,8,SEDAN AUTOMATIC 2.0,автоматическая,2.0,245,135000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.009596284478902817,0,15000.0,134.75,763,102,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,528i,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,other,синий,бензин,9,320i xDrive 2.0 AT (184 л.с.) 4WD,5,4,LIFTBACK AUTOMATIC 2.0,автоматическая,2.0,184,53830,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.26972028613090515,0,10766.0,150.98426666666666,826,119,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320i,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,седан,чёрный,дизель,9,320d xDrive 2.0d AT (184 л.с.) 4WD,4,7,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,101779,полный,Дубликат,0.0,0.0,0.0,0.92,0,0.3952825367450714,4,12722.375,121.57554666666668,2810,368,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320d,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,седан,чёрный,бензин,4,530i xDrive 2.0 AT (249 л.с.) 4WD,4,2,SEDAN AUTOMATIC 2.0,автоматическая,2.0,249,42567,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.38883253931999207,0,14189.0,213.66939000000002,400,47,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,83,118.57142857142857,530i,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76,other,синий,бензин,11,4.4 AT (555 л.с.) 4WD,5,7,ALLROAD_5_DOORS AUTOMATIC 4.4,автоматическая,4.4,555,70000,полный,Дубликат,0.01,0.0,0.0,0.97,0,0.06142839789390564,0,8750.0,425.49999999999994,255,43,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,185,123.33333333333333,4.4,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
77,седан,other,бензин,7,528i xDrive 2.0 AT (245 л.с.) 4WD,4,5,SEDAN AUTOMATIC 2.0,автоматическая,2.0,245,62013,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.515671968460083,8,10335.5,194.35605,667,82,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,528i,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,other,белый,дизель,2,20d 2.0d AT (190 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,4300,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.3696713447570801,1,2150.0,187.27666666666667,1255,164,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,other,чёрный,дизель,7,40d 3.0d AT (313 л.с.) 4WD,5,4,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,313,39000,полный,Оригинал,0.03,0.15,0.18,0.64,2,0.1812201589345932,6,7800.0,272.31,3297,453,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,104,100.96774193548387,40d,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
80,other,белый,дизель,5,20d xDrive 2.0d AT (190 л.с.) 4WD,5,4,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,29615,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.8972193598747253,2,5923.0,171.24383333333333,1226,179,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,седан,белый,бензин,4,530i xDrive 2.0 AT (249 л.с.) 4WD,4,2,SEDAN AUTOMATIC 2.0,автоматическая,2.0,249,9000,полный,Оригинал,0.0,0.0,0.0,0.97,0,0.08946141600608826,0,3000.0,241.53,288,36,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,83,118.57142857142857,530i,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
82,other,белый,бензин,14,4.8i 4.8 AT (355 л.с.) 4WD,5,12,ALLROAD_5_DOORS AUTOMATIC 4.8,автоматическая,4.8,355,169000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.13235270977020264,0,13000.0,155.01666666666665,652,89,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,118,72.44897959183675,4.8i,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,other,чёрный,дизель,11,530d xDrive 3.0d AT (258 л.с.) 4WD,5,8,LIFTBACK AUTOMATIC 3.0,автоматическая,3.0,258,128300,полный,Оригинал,0.0,0.0,0.0,1.0,0,0.287179559469223,4,14255.555555555555,147.662,2236,276,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,86,83.2258064516129,530d,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,седан,серый,бензин,13,530i 3.0 AT (272 л.с.),4,12,SEDAN AUTOMATIC 3.0,автоматическая,3.0,272,240000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.003793442388996482,0,18461.53846153846,54.39999999999999,708,96,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,91,87.74193548387096,530i,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,хэтчбек 5 дв.,белый,бензин,13,116i 1.6 AT (115 л.с.),5,9,HATCHBACK_5_DOORS AUTOMATIC 1.6,автоматическая,1.6,115,106000,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.13126014173030853,0,10600.0,74.36666666666667,367,45,||Комфорт|Салон|Безопасность|||Мультимедиа|Защита от угона|,38,67.6470588235294,116i,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,седан,other,бензин,9,328i 2.0 AT (245 л.с.),4,9,SEDAN AUTOMATIC 2.0,автоматическая,2.0,245,147000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.07503773272037506,7,14700.0,124.95,659,104,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,328i,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,other,чёрный,дизель,6,30d 3.0d AT (249 л.с.) 4WD,5,4,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,249,181000,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.33316248655319214,7,36200.0,98.76999999999998,429,61,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,30d,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,other,белый,бензин,10,35i xDrive 3.0 AT (306 л.с.) 4WD,5,7,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,306,87458,полный,Оригинал,0.01,0.0,0.0,0.97,0,0.08708252757787704,0,10932.25,216.79283999999998,247,32,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,102,98.70967741935483,35i,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
