,0
8853,3070000
8854,375000
8855,7475000
8856,265000
8857,935000
8858,3740000
8859,935000
8860,340000
8861,1600000
8862,890000
8863,325000
8864,935000
8865,625000
8866,465000
8867,695000
8868,1735000
8869,1425000
8870,3160000
8871,2225000
8872,1515000
8873,2170000
8874,1915000
8875,800000
8876,195000
8877,1510000
8878,870000
8879,2360000
8880,550000
8881,625000
8882,1920000
8883,505000
8884,1915000
8885,1530000
8886,260000
8887,845000
8888,1380000
8889,515000
8890,7565000
8891,775000
8892,1095000
8893,1245000
8894,400000
8895,2000000
8896,3115000
8897,980000
8898,350000
8899,1555000
8900,2225000
8901,1565000
8902,5920000
8903,1005000
8904,495000
8905,935000
8906,710000
8907,220000
8908,445000
8909,445000
8910,1560000
8911,2935000
8912,285000
8913,775000
8914,220000
8915,6250000
8916,1940000
8917,890000
8918,465000
8919,890000
8920,695000
8921,555000
8922,1770000
8923,1235000
8924,1155000
8925,1290000
8926,1110000
8927,800000
8928,455000
8929,4210000
8930,830000
8931,135000
8932,765000
8933,1630000
8934,625000
8935,1155000
8936,470000
8937,1335000
8938,1245000
8939,1355000
8940,1110000
8941,355000
8942,3205000
8943,515000
8944,180000
8945,2655000
8946,2135000
8947,445000
8948,2580000
8949,1070000
8950,890000
8951,935000
8952,1070000
8953,2225000
8954,1105000
8955,785000
8956,1955000
8957,3070000
8958,400000
8959,1110000
8960,445000
8961,585000
8962,1690000
8963,130000
8964,820000
8965,685000
8966,170000
8967,1255000
8968,1380000
8969,2075000
8970,1265000
8971,845000
8972,1285000
8973,295000
8974,780000
8975,1000000
8976,1360000
8977,870000
8978,845000
8979,740000
8980,1050000
8981,1335000
8982,445000
8983,250000
8984,265000
8985,1335000
8986,265000
8987,600000
8988,795000
8989,2360000
8990,1085000
8991,2360000
8992,3825000
8993,1015000
8994,1625000
8995,980000
8996,555000
8997,3185000
8998,610000
8999,1425000
9000,1355000
9001,690000
9002,1070000
9003,400000
9004,755000
9005,340000
9006,660000
9007,305000
9008,5030000
9009,1645000
9010,410000
9011,1040000
9012,745000
9013,1025000
9014,425000
9015,1780000
9016,205000
9017,1025000
9018,330000
9019,2305000
9020,660000
9021,5535000
9022,375000
9023,435000
9024,870000
9025,1005000
9026,1025000
9027,570000
9028,560000
9029,800000
9030,445000
9031,915000
9032,1485000
9033,90000
9034,1575000
9035,625000
9036,1015000
9037,1110000
9038,535000
9039,585000
9040,580000
9041,1870000
9042,550000
9043,1230000
9044,545000
9045,1155000
9046,585000
9047,500000
9048,180000
9049,845000
9050,1425000
9051,265000
9052,1425000
9053,435000
9054,445000
9055,275000
9056,3340000
9057,1275000
9058,1645000
9059,625000
9060,1310000
9061,1960000
9062,460000
9063,1155000
9064,3470000
9065,180000
9066,435000
9067,1260000
9068,1005000
9069,70000
9070,1395000
9071,490000
9072,670000
9073,500000
9074,1210000
9075,1600000
9076,2225000
9077,1155000
9078,150000
9079,1560000
9080,625000
9081,2045000
9082,435000
9083,800000
9084,670000
9085,320000
9086,3115000
9087,605000
9088,400000
9089,2450000
9090,180000
9091,790000
9092,1735000
9093,545000
9094,1515000
9095,415000
9096,990000
9097,285000
9098,2565000
9099,540000
9100,980000
9101,670000
9102,2730000
9103,190000
9104,795000
9105,445000
9106,1070000
9107,1335000
9108,1295000
9109,1245000
9110,710000
9111,310000
9112,425000
9113,580000
9114,1575000
9115,1310000
9116,225000
9117,3295000
9118,3045000
9119,3110000
9120,2715000
9121,1600000
9122,625000
9123,1335000
9124,490000
9125,1265000
9126,1510000
9127,1110000
9128,230000
9129,1030000
9130,880000
9131,5520000
9132,1470000
9133,820000
9134,975000
9135,710000
9136,670000
9137,3560000
9138,670000
9139,445000
9140,370000
9141,1195000
9142,505000
9143,90000
9144,880000
9145,420000
9146,3380000
9147,980000
9148,935000
9149,580000
9150,770000
9151,1760000
9152,2485000
9153,410000
9154,1425000
9155,435000
9156,135000
9157,465000
9158,1025000
9159,1825000
9160,1425000
9161,2990000
9162,430000
9163,1455000
9164,615000
9165,640000
9166,1335000
9167,1110000
9168,980000
9169,535000
9170,890000
9171,710000
9172,440000
9173,250000
9174,3160000
9175,345000
9176,1290000
9177,330000
9178,500000
9179,1545000
9180,800000
9181,1200000
9182,2045000
9183,525000
9184,1130000
9185,6010000
9186,6140000
9187,1770000
9188,1065000
9189,400000
9190,1425000
9191,490000
9192,340000
9193,605000
9194,1515000
9195,2580000
9196,425000
9197,935000
9198,845000
9199,390000
9200,1870000
9201,710000
9202,1155000
9203,1735000
9204,1050000
9205,620000
9206,2670000
9207,1380000
9208,3380000
9209,2430000
9210,605000
9211,455000
9212,1145000
9213,4630000
9214,650000
9215,445000
9216,1095000
9217,585000
9218,2375000
9219,2660000
9220,2225000
9221,1735000
9222,670000
9223,100000
9224,1155000
9225,220000
9226,1335000
9227,1890000
9228,3160000
9229,550000
9230,1245000
9231,940000
9232,1450000
9233,670000
9234,465000
9235,845000
9236,220000
9237,310000
9238,10815000
9239,1290000
9240,1110000
9241,5560000
9242,960000
9243,505000
9244,375000
9245,1680000
9246,250000
9247,445000
9248,995000
9249,1620000
9250,2360000
9251,1645000
9252,1325000
9253,695000
9254,1285000
9255,670000
9256,3205000
9257,800000
9258,265000
9259,1280000
9260,710000
9261,5920000
9262,1645000
9263,2580000
9264,845000
9265,1425000
9266,1510000
9267,560000
9268,1945000
9269,535000
9270,830000
9271,1200000
9272,1290000
9273,610000
9274,905000
9275,1515000
9276,775000
9277,310000
9278,110000
9279,865000
9280,7210000
9281,1135000
9282,870000
9283,885000
9284,1200000
9285,1155000
9286,1325000
9287,990000
9288,1085000
9289,1095000
9290,1425000
9291,2045000
9292,1050000
9293,695000
9294,870000
9295,845000
9296,1955000
9297,495000
9298,630000
9299,580000
9300,1110000
9301,1780000
9302,1720000
9303,135000
9304,430000
9305,5300000
9306,2890000
9307,1280000
9308,505000
9309,625000
9310,140000
9311,220000
9312,980000
9313,535000
9314,2270000
9315,800000
9316,1595000
9317,1550000
9318,730000
9319,670000
9320,400000
9321,2215000
9322,1555000
9323,545000
9324,215000
9325,1515000
9326,1245000
9327,140000
9328,1120000
9329,205000
9330,1155000
9331,1245000
9332,885000
9333,490000
9334,1510000
9335,1025000
9336,6140000
9337,400000
9338,1155000
9339,1815000
9340,2180000
9341,950000
9342,535000
9343,755000
9344,800000
9345,1200000
9346,320000
9347,355000
9348,3780000
9349,845000
9350,1600000
9351,1275000
9352,1245000
9353,790000
9354,400000
9355,525000
9356,125000
9357,545000
9358,4675000
9359,1735000
9360,250000
9361,580000
9362,990000
9363,1440000
9364,400000
9365,550000
9366,630000
9367,980000
9368,580000
9369,1560000
9370,3160000
9371,1085000
9372,1070000
9373,535000
9374,1155000
9375,160000
9376,225000
9377,1070000
9378,590000
9379,2935000
9380,490000
9381,995000
9382,1475000
9383,490000
9384,525000
9385,535000
9386,2670000
9387,1690000
9388,575000
9389,1195000
9390,1690000
9391,2315000
9392,1770000
9393,1015000
9394,750000
9395,650000
9396,2650000
9397,660000
9398,625000
9399,310000
9400,175000
9401,5520000
9402,385000
9403,415000
9404,1050000
9405,225000
9406,1245000
9407,2450000
9408,2920000
9409,1070000
9410,105000
9411,2315000
9412,1780000
9413,1335000
9414,1470000
9415,1595000
9416,150000
9417,275000
9418,2850000
9419,2225000
9420,380000
9421,1085000
9422,3015000
9423,690000
9424,1425000
9425,1195000
9426,475000
9427,1245000
9428,1335000
9429,1665000
9430,1025000
9431,5965000
9432,980000
9433,305000
9434,755000
9435,1515000
9436,1780000
9437,1555000
9438,160000
9439,525000
9440,1600000
9441,7805000
9442,2135000
9443,355000
9444,800000
9445,580000
9446,325000
9447,420000
9448,815000
9449,180000
9450,1290000
9451,2045000
9452,580000
9453,3025000
9454,400000
9455,445000
9456,2315000
9457,340000
9458,1265000
9459,2660000
9460,960000
9461,390000
9462,2135000
9463,1235000
9464,1025000
9465,330000
9466,400000
9467,1425000
9468,505000
9469,695000
9470,855000
9471,515000
9472,1335000
9473,670000
9474,640000
9475,890000
9476,530000
9477,675000
9478,745000
9479,765000
9480,800000
9481,490000
9482,555000
9483,285000
9484,375000
9485,505000
9486,710000
9487,580000
9488,340000
9489,2915000
9490,2045000
9491,480000
9492,3160000
9493,1135000
9494,2640000
9495,1060000
9496,2135000
9497,510000
9498,490000
9499,1870000
9500,95000
9501,1210000
9502,6595000
9503,2690000
9504,120000
9505,755000
9506,1380000
9507,905000
9508,2270000
9509,345000
9510,2670000
9511,1025000
9512,870000
9513,1425000
9514,105000
9515,2915000
9516,595000
9517,1640000
9518,670000
9519,740000
9520,3205000
9521,855000
9522,400000
9523,580000
9524,1150000
9525,1110000
9526,1070000
9527,1290000
9528,1025000
9529,935000
9530,695000
9531,6475000
9532,1235000
9533,755000
9534,420000
9535,2090000
9536,1200000
9537,745000
9538,470000
9539,755000
9540,695000
9541,815000
9542,1105000
9543,1025000
9544,800000
9545,1070000
9546,1235000
9547,835000
9548,220000
9549,1305000
9550,1690000
9551,445000
9552,120000
9553,2770000
9554,310000
9555,595000
9556,400000
9557,325000
9558,1150000
9559,625000
9560,1870000
9561,2165000
9562,5875000
9563,200000
9564,305000
9565,2405000
9566,705000
9567,1070000
9568,330000
9569,1560000
9570,115000
9571,1245000
9572,1780000
9573,1380000
9574,700000
9575,1200000
9576,730000
9577,2035000
9578,3425000
9579,1065000
9580,90000
9581,1505000
9582,670000
9583,310000
9584,465000
9585,400000
9586,2315000
9587,3205000
9588,2545000
9589,160000
9590,2390000
9591,135000
9592,485000
9593,710000
9594,505000
9595,500000
9596,1130000
9597,260000
9598,490000
9599,2135000
9600,355000
9601,1870000
9602,1050000
9603,980000
9604,3340000
9605,3825000
9606,580000
9607,445000
9608,710000
9609,295000
9610,445000
9611,335000
9612,365000
9613,585000
9614,595000
9615,710000
9616,2660000
9617,1690000
9618,535000
9619,2580000
9620,935000
9621,755000
9622,2090000
9623,1825000
9624,310000
9625,1425000
9626,670000
9627,1450000
9628,535000
9629,1360000
9630,340000
9631,755000
9632,1555000
9633,2315000
9634,850000
9635,1155000
9636,415000
9637,2135000
9638,425000
9639,875000
9640,1020000
9641,550000
9642,710000
9643,1110000
9644,1825000
9645,2965000
9646,2525000
9647,555000
9648,1440000
9649,1110000
9650,505000
9651,220000
9652,250000
9653,425000
9654,890000
9655,1025000
9656,755000
9657,400000
9658,1180000
9659,4450000
9660,845000
9661,1065000
9662,1070000
9663,4655000
9664,2580000
9665,2760000
9666,800000
9667,90000
9668,330000
9669,1290000
9670,1155000
9671,790000
9672,2215000
9673,3205000
9674,195000
9675,1915000
9676,890000
9677,1485000
9678,1155000
9679,1110000
9680,790000
9681,510000
9682,1770000
9683,1245000
9684,1425000
9685,480000
9686,515000
9687,630000
9688,2935000
9689,535000
9690,375000
9691,470000
9692,2450000
9693,400000
9694,1135000
9695,2450000
9696,1040000
9697,1595000
9698,580000
9699,275000
9700,1060000
9701,765000
9702,1735000
9703,1070000
9704,755000
9705,505000
9706,545000
9707,1065000
9708,2040000
9709,630000
9710,1325000
9711,765000
9712,680000
9713,295000
9714,1235000
9715,1380000
9716,500000
9717,730000
9718,490000
9719,350000
9720,2450000
9721,2000000
9722,580000
9723,310000
9724,580000
9725,455000
9726,560000
9727,220000
9728,310000
9729,2045000
9730,4585000
9731,980000
9732,1915000
9733,625000
9734,1155000
9735,2470000
9736,405000
9737,465000
9738,935000
9739,480000
9740,525000
9741,1425000
9742,1245000
9743,1050000
9744,635000
9745,60000
9746,5650000
9747,640000
9748,710000
9749,595000
9750,385000
9751,60000
9752,1425000
9753,1150000
9754,825000
9755,670000
9756,2430000
9757,4450000
9758,1450000
9759,2450000
9760,1380000
9761,585000
9762,1315000
9763,1200000
9764,595000
9765,75000
9766,595000
9767,1140000
9768,645000
9769,890000
9770,1105000
9771,1025000
9772,1915000
9773,1025000
9774,475000
9775,3780000
9776,265000
9777,2665000
9778,1565000
9779,310000
9780,1505000
9781,820000
9782,2360000
9783,375000
9784,365000
9785,1600000
9786,1000000
9787,5715000
9788,720000
9789,645000
9790,1030000
9791,615000
9792,180000
9793,595000
9794,470000
9795,585000
9796,465000
9797,1130000
9798,935000
9799,445000
9800,935000
9801,3540000
9802,510000
9803,505000
9804,550000
9805,1275000
9806,935000
9807,400000
9808,420000
